diseaseFromSourceMappedId	diseaseId	targetId	targetFromSourceId	clinicalPhase	clinicalStatus	drugId	targetId_genename
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB01234	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	3	Unknown status	DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4	Recruiting	DB00741	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4	Withdrawn	DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_1001293	EFO_1001293	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB01234	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL1200762	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4	Completed	DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB01234	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	3	Terminated	DB01234	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB01222	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	3	Terminated	DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_1001294	EFO_1001294	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	3	Terminated	DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	2	Completed	DB01222	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0005628	EFO_0005628	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_1001293	EFO_1001293	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB01222	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4	Completed	DB01222	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	2	Completed	DB01222	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB01222	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB01234	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4	Unknown status	DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	3	Completed	DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB01234	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB01234	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_1001295	EFO_1001295	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4	Completed	DB00741	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB01222	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4	Active, not recruiting	DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB14669	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4	Terminated	DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	3	Completed	DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4	Unknown status	CHEMBL1200495	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4	Active, not recruiting	DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4	Completed	DB00635	NR3C1
EFO_1001295	EFO_1001295	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_1001293	EFO_1001293	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	2	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB01234	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4	Terminated	DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB14669	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4	Unknown status	DB14545	NR3C1
EFO_0005628	EFO_0005628	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_1001223	EFO_1001223	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0005628	EFO_0005628	ENSG00000113580	P04150	2	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0005628	EFO_0005628	ENSG00000113580	P04150	3	Terminated	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4	Terminated	DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL1200538	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB01234	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	3	Completed	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4	Active, not recruiting	DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_1001293	EFO_1001293	ENSG00000113580	P04150	3	Unknown status	DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB01234	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	2	Completed	DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL1201302	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4	Not yet recruiting	DB01222	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB14543	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL1200762	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		CHEMBL1200538	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB01222	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4	Completed	DB14541	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00741	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4	Completed	DB00959	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0005628	EFO_0005628	ENSG00000113580	P04150	3	Recruiting	DB14539	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00860	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB00959	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		CHEMBL2021430	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113580	P04150	4		DB01234	NR3C1
EFO_0000384	EFO_0000384	ENSG00000113580	P04150	4		DB00635	NR3C1
EFO_0000729	EFO_0000729	ENSG00000113851	Q96SW2	3	Completed	DB01041	CRBN
EFO_0000384	EFO_0000384	ENSG00000113851	Q96SW2	3	Terminated	DB01041	CRBN
EFO_0000384	EFO_0000384	ENSG00000113851	Q96SW2	3	Completed	DB01041	CRBN
EFO_0000384	EFO_0000384	ENSG00000113851	Q96SW2	2	Completed	DB01041	CRBN
EFO_0000384	EFO_0000384	ENSG00000113851	Q96SW2	2	Completed	DB00480	CRBN
EFO_0000384	EFO_0000384	ENSG00000114013	P42081	3	Terminated	CHEMBL1201823	CD86
EFO_0000729	EFO_0000729	ENSG00000114013	P42081	3	Completed	CHEMBL1201823	CD86
EFO_0000729	EFO_0000729	ENSG00000114503	P52298	2	Completed	DB14828	NCBP2
EFO_0000729	EFO_0000729	ENSG00000114503	P52298	2	Completed	DB14828	NCBP2
EFO_0000384	EFO_0000384	ENSG00000115020	Q9Y2I7	2	Completed	DB05611	PIKFYVE
EFO_0000384	EFO_0000384	ENSG00000115020	Q9Y2I7	2	Completed	CHEMBL4298111	PIKFYVE
EFO_0000384	EFO_0000384	ENSG00000115020	Q9Y2I7	2	Completed	CHEMBL4298111	PIKFYVE
EFO_0000384	EFO_0000384	ENSG00000115232	P13612	2	Completed	CHEMBL1743087	ITGA4
EFO_0000729	EFO_0000729	ENSG00000115232	P13612	4	Recruiting	CHEMBL1743087	ITGA4
EFO_0000384	EFO_0000384	ENSG00000115232	P13612	3	Completed	CHEMBL1743087	ITGA4
EFO_0000729	EFO_0000729	ENSG00000115232	P13612	2	Completed	CHEMBL1743087	ITGA4
EFO_0000729	EFO_0000729	ENSG00000115232	P13612	4	Withdrawn	CHEMBL1743087	ITGA4
EFO_0000384	EFO_0000384	ENSG00000115232	P13612	2	Completed	CHEMBL3137351	ITGA4
EFO_0000729	EFO_0000729	ENSG00000115232	P13612	3	Recruiting	CHEMBL1743087	ITGA4
EFO_0000729	EFO_0000729	ENSG00000115232	P13612	4	Completed	CHEMBL1743087	ITGA4
EFO_0000729	EFO_0000729	ENSG00000115232	P13612	4	Completed	CHEMBL1743087	ITGA4
EFO_0000384	EFO_0000384	ENSG00000115232	P13612	3	Completed	CHEMBL1743087	ITGA4
EFO_0000384	EFO_0000384	ENSG00000115232	P13612	2	Completed	CHEMBL1201607	ITGA4
EFO_0000384	EFO_0000384	ENSG00000115232	P13612	4	Withdrawn	CHEMBL1201607	ITGA4
EFO_0000729	EFO_0000729	ENSG00000115232	P13612	3	Completed	CHEMBL1743087	ITGA4
EFO_0000384	EFO_0000384	ENSG00000115232	P13612	4		CHEMBL1743087	ITGA4
EFO_0000729	EFO_0000729	ENSG00000115232	P13612	2	Completed	CHEMBL1743087	ITGA4
EFO_0000729	EFO_0000729	ENSG00000115232	P13612	4	Not yet recruiting	CHEMBL1743087	ITGA4
EFO_0000384	EFO_0000384	ENSG00000115232	P13612	3	Completed	CHEMBL1743087	ITGA4
EFO_0000384	EFO_0000384	ENSG00000115232	P13612	4		CHEMBL1201607	ITGA4
EFO_0000729	EFO_0000729	ENSG00000115232	P13612	2	Completed	CHEMBL3137351	ITGA4
EFO_0000384	EFO_0000384	ENSG00000115232	P13612	3	Completed	CHEMBL1201607	ITGA4
EFO_0000384	EFO_0000384	ENSG00000115232	P13612	4		CHEMBL1201607	ITGA4
EFO_0000729	EFO_0000729	ENSG00000115232	P13612	4	Recruiting	CHEMBL1743087	ITGA4
EFO_0000384	EFO_0000384	ENSG00000115232	P13612	3	Completed	CHEMBL1743087	ITGA4
